MANDT;OTYPE;OBJID;PLVAR;RSIGN;RELAT;ISTAT;PRIOX;BEGDA;ENDDA;VARYF;SEQNR;VALIDTO;SCLAS;SOBID
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368835;0;31.12.2021;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368836;0;31.12.2021;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368837;0;31.12.2018;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368838;0;31.12.2018;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368839;0;31.12.2018;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368965;0;31.12.2017;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368966;0;31.12.2017;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368967;0;31.12.2017;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368968;0;31.12.2017;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368986;0;31.12.2017;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368987;0;31.12.2017;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368994;0;31.12.2020;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368995;0;31.12.2020;;
10;P;82107050;1;A;32;1;;01.01.2015;01.01.2015;Q 50368996;0;31.12.2020;;
10;P;82107050;1;A;32;1;;01.01.2015;06.07.2016;Q 50368699;0;31.12.2018;;
10;P;82107050;1;A;32;1;;01.01.2015;17.06.2017;Q 50368840;0;31.12.2021;;
10;P;82107050;1;A;32;1;;01.01.2015;18.06.2017;Q 50368700;0;31.12.2018;;
10;P;82107050;1;A;32;1;;01.01.2015;19.06.2017;Q 50368845;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;19.06.2017;Q 50368846;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368822;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368823;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368824;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368841;0;31.12.2021;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368844;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368847;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368858;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368859;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368860;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368861;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368862;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368863;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368867;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368868;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368869;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368870;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368871;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368873;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368874;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368875;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368876;0;31.12.2024;;
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368978;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368979;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368980;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368988;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368989;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368990;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368991;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368992;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368993;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368997;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368998;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;01.01.2015;31.12.9999;Q 50368999;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368590;0;31.12.2011;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368591;0;31.12.2011;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368592;0;31.12.2011;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368593;0;31.12.2011;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368663;0;31.12.2007;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368664;0;31.12.2007;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368665;0;31.12.2007;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368666;0;31.12.2007;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368683;0;31.12.2012;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368684;0;31.12.2012;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368685;0;31.12.2012;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368686;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368687;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368688;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368689;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368690;0;31.12.2013;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368691;0;31.12.2013;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368692;0;31.12.2013;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368695;0;31.12.2010;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368696;0;31.12.2010;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368795;0;31.12.2008;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368796;0;31.12.2008;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368797;0;31.12.2008;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368798;0;31.12.2008;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368812;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368813;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368814;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368815;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368817;0;31.12.2010;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368818;0;31.12.2010;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368820;0;31.12.2010;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368821;0;31.12.2010;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368828;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368829;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368830;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368831;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368837;0;31.12.2012;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368838;0;31.12.2012;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368839;0;31.12.2012;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368965;0;31.12.2008;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368966;0;31.12.2008;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368967;0;31.12.2008;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368968;0;31.12.2008;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368986;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368987;0;31.12.2009;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368994;0;31.12.2014;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368995;0;31.12.2014;;
10;P;82107050;1;A;32;1;;02.01.2015;02.01.2015;Q 50368996;0;31.12.2014;;
10;P;82107050;1;A;32;1;;02.01.2015;15.04.2016;Q 50368834;0;31.12.2016;;
10;P;82107050;1;A;32;1;;02.01.2015;03.01.2017;Q 50368835;0;31.12.2016;;
10;P;82107050;1;A;32;1;;02.01.2015;03.01.2017;Q 50368836;0;31.12.2016;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368590;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368591;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368592;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368593;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368663;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368664;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368665;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368666;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368795;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368796;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368797;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368798;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368965;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368966;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368967;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;26.07.2017;Q 50368968;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;21.01.2019;Q 50368837;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;21.01.2019;Q 50368838;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;21.01.2019;Q 50368839;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368683;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368684;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368685;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368686;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368687;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368688;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368689;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368690;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368691;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368692;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368695;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368696;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368812;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368813;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368814;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368815;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368817;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368818;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368820;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368821;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368828;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368829;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368830;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368831;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368986;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368987;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368994;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368995;0;31.12.9999;;
10;P;82107050;1;A;32;1;;03.01.2015;01.04.2019;Q 50368996;0;31.12.9999;;
10;P;82107050;1;A;32;1;;19.02.2015;01.04.2019;Q 50028205;0;31.12.9999;;
10;P;82107050;1;A;32;1;;19.02.2015;01.04.2019;Q 50028206;0;31.12.9999;;
10;P;82107050;1;A;32;1;;20.02.2015;27.09.2018;Q 50028208;0;31.12.2028;E;50432202
10;P;82107050;1;A;32;1;;20.02.2015;21.01.2019;Q 50028153;0;31.12.9999;;
10;P;82107050;1;A;32;1;;26.06.2015;31.12.9999;Q 50018922;0;31.12.2025;;
10;P;82107050;1;A;32;1;;26.06.2015;31.12.9999;Q 50018923;0;31.12.2025;;
10;P;82107050;1;A;32;1;;26.06.2015;31.12.9999;Q 50028254;0;31.12.2025;;
10;P;82107050;1;A;32;1;;07.09.2015;15.04.2016;Q 50028133;0;31.12.2016;;
10;P;82107050;1;A;32;1;;07.09.2015;15.04.2016;Q 50028136;0;31.12.2016;;
10;P;82107050;1;A;32;1;;08.09.2015;15.04.2016;Q 50018766;0;31.12.2016;;
10;P;82107050;1;A;32;1;;03.01.2016;19.07.2018;Q 50018765;0;31.12.9999;;
10;P;82107050;1;A;32;1;;25.02.2016;31.12.9999;Q 50028146;0;31.12.2026;E;50392769
10;P;82107050;1;A;32;1;;25.02.2016;31.12.9999;Q 50028148;0;31.12.2026;E;50392769
10;P;82107050;1;A;32;1;;25.02.2016;31.12.9999;Q 50028154;0;31.12.2026;E;50392769
10;P;82107050;1;A;32;1;;24.03.2016;31.12.9999;Q 50368832;0;31.12.2026;E;50391037
10;P;82107050;1;A;32;1;;24.03.2016;31.12.9999;Q 50368833;0;31.12.2026;E;50391037
10;P;82107050;1;A;32;1;;16.04.2016;21.01.2019;Q 50028133;0;31.12.9999;E;50404758
10;P;82107050;1;A;32;1;;16.04.2016;21.01.2019;Q 50028136;0;31.12.9999;E;50404741
10;P;82107050;1;A;32;1;;16.04.2016;21.01.2019;Q 50368834;0;31.12.9999;E;50404702
10;P;82107050;1;A;32;1;;16.04.2016;18.04.2019;Q 50018766;0;31.12.9999;E;50404739
10;P;82107050;1;A;32;1;;12.05.2016;19.03.2017;Q 50024965;0;31.12.2017;E;50426038
10;P;82107050;1;A;32;1;;07.07.2016;19.03.2017;Q 50368699;0;31.12.2017;E;50426036
10;P;82107050;1;A;32;1;;04.01.2017;14.08.2018;Q 50368835;0;00.00.0000;;
10;P;82107050;1;A;32;1;;04.01.2017;14.08.2018;Q 50368836;0;00.00.0000;;
10;P;82107050;1;A;32;1;;17.02.2017;31.12.9999;Q 50028203;0;31.12.9999;E;50434533
10;P;82107050;1;A;32;1;;17.02.2017;31.12.9999;Q 50028204;0;31.12.9999;E;50434572
10;P;82107050;1;A;32;1;;17.02.2017;31.12.9999;Q 50368792;0;31.12.9999;E;50434571
10;P;82107050;1;A;32;1;;17.02.2017;31.12.9999;Q 50368793;0;31.12.9999;E;50434569
10;P;82107050;1;A;32;1;;20.03.2017;21.01.2019;Q 50368699;0;31.12.9999;E;50434538
10;P;82107050;1;A;32;1;;20.03.2017;18.04.2019;Q 50024965;0;31.12.9999;E;50434568
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368969;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368970;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368971;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368972;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368973;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368974;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368975;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368976;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368977;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368981;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368982;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368983;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368984;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;15.06.2017;31.12.9999;Q 50368985;0;31.12.2027;E;50432242
10;P;82107050;1;A;32;1;;18.06.2017;18.03.2018;Q 50368840;0;31.12.2018;E;50449282
10;P;82107050;1;A;32;1;;19.06.2017;18.03.2018;Q 50368700;0;31.12.2018;E;50449280
10;P;82107050;1;A;32;1;;20.06.2017;19.03.2018;Q 50368845;0;31.12.2018;E;50449299
10;P;82107050;1;A;32;1;;20.06.2017;19.03.2018;Q 50368846;0;31.12.2018;E;50449278
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368590;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368591;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368592;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368593;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368663;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368664;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368665;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368666;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368795;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368796;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368797;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368798;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368965;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368966;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368967;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;27.07.2017;31.12.9999;Q 50368968;0;31.12.2022;E;50432223
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368799;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368800;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368801;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368802;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368803;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368804;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368805;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368806;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368807;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368808;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368809;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368810;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368811;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368816;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368819;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368825;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368826;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;31.08.2017;31.12.9999;Q 50368827;0;31.12.2027;E;50432233
10;P;82107050;1;A;32;1;;20.09.2017;02.09.2018;Q 50368671;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;02.09.2018;Q 50368679;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;03.09.2018;Q 50368670;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;05.09.2018;Q 50018774;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368667;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368668;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368669;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368672;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368673;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368674;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368675;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368676;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368677;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368678;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368680;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368681;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368682;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368693;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;20.09.2017;31.12.9999;Q 50368694;0;31.12.2027;E;50432237
10;P;82107050;1;A;32;1;;19.03.2018;21.01.2019;Q 50368700;0;31.12.9999;E;50465786
10;P;82107050;1;A;32;1;;19.03.2018;21.01.2019;Q 50368840;0;31.12.9999;E;50465789
10;P;82107050;1;A;32;1;;20.03.2018;31.12.2018;Q 50368845;0;31.12.9999;E;50465790
10;P;82107050;1;A;32;1;;20.03.2018;31.12.2018;Q 50368846;0;31.12.9999;E;50465795
10;P;82107050;1;A;32;1;;20.07.2018;31.12.9999;Q 50018765;0;31.12.2028;E;50461147
10;P;82107050;1;A;32;1;;15.08.2018;31.12.9999;Q 50368835;0;31.12.2028;E;50461026
10;P;82107050;1;A;32;1;;15.08.2018;31.12.9999;Q 50368836;0;31.12.2028;E;50461026
10;P;82107050;1;A;32;1;;03.09.2018;31.12.9999;Q 50368671;0;31.12.2019;E;50483207
10;P;82107050;1;A;32;1;;03.09.2018;31.12.9999;Q 50368679;0;31.12.2019;E;50483205
10;P;82107050;1;A;32;1;;04.09.2018;31.12.9999;Q 50019015;0;31.12.9999;E;50490525
10;P;82107050;1;A;32;1;;04.09.2018;31.12.9999;Q 50368670;0;31.12.2019;E;50483359
10;P;82107050;1;A;32;1;;06.09.2018;31.12.9999;Q 50018774;0;31.12.2019;E;50483182
10;P;82107050;1;A;32;1;;28.09.2018;31.12.9999;Q 50028208;0;31.12.2028;E;50432202
10;P;82107050;1;A;32;1;;28.09.2018;31.12.9999;Q 50368767;0;31.12.2028;E;50432202
10;P;82107050;1;A;32;1;;28.09.2018;31.12.9999;Q 50368768;0;31.12.2028;E;50432202
10;P;82107050;1;A;32;1;;28.09.2018;31.12.9999;Q 50368790;0;31.12.2028;E;50432202
10;P;82107050;1;A;32;1;;28.09.2018;31.12.9999;Q 50368791;0;31.12.2028;E;50432202
10;P;82107050;1;A;32;1;;01.01.2019;31.12.9999;Q 50368845;0;31.12.2022;E;50465790
10;P;82107050;1;A;32;1;;01.01.2019;31.12.9999;Q 50368846;0;31.12.2022;E;50465795
10;P;82107050;1;A;32;1;;22.01.2019;31.12.9999;Q 50028133;0;31.12.2024;E;50490613
10;P;82107050;1;A;32;1;;22.01.2019;31.12.9999;Q 50028136;0;31.12.2024;E;50490613
